year,jornada,date,stadium,teamA,logo_teamA,teamB,logo_teamB,scoreTeamA,scoreTeamB,winner,winnerAsNumeric
2018,2,26 Ago 17,Ciutat de Valencia,Levante,Levante.jpg,Deportivo,Deportivo.jpg,2,2,Draw,0
2018,2,25 Ago 17,Anoeta,Sociedad,Sociedad.jpg,Villarreal,Villarreal.jpg,3,0,Sociedad,1
2018,2,25 Ago 17,Benito Villamarín,Real Betis,Real Betis.jpg,Celta,Celta.jpg,2,1,Real Betis,1
2018,2,26 Ago 17,Mendizorroza,Alavés,Alavés.jpg,Barcelona,Barcelona.jpg,0,2,Barcelona,2
2018,2,27 Ago 17,RCDE Stadium,Espanyol,Espanyol.jpg,Leganés,Leganés.jpg,0,1,Leganés,2
2018,2,27 Ago 17,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Sevilla,Sevilla.jpg,0,1,Sevilla,2
2018,2,27 Ago 17,Municipal de Ipurua,Eibar,Eibar.jpg,Athletic,Athletic.jpg,0,1,Athletic,2
2018,2,26 Ago 17,Municipal Montilivi,Girona,Girona.jpg,Málaga,Málaga.jpg,1,0,Girona,1
2018,2,26 Ago 17,Gran Canaria,Las Palmas,Las Palmas.jpg,Atlético,Atlético.jpg,1,5,Atlético,2
2018,3,09 Sep 17,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Levante,Levante.jpg,1,1,Draw,0
2018,3,10 Sep 17,Municipal Riazor,Deportivo,Deportivo.jpg,Sociedad,Sociedad.jpg,2,4,Sociedad,2
2018,3,10 Sep 17,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Real Betis,Real Betis.jpg,3,1,Villarreal,1
2018,3,10 Sep 17,Abanca Balaídos,Celta,Celta.jpg,Alavés,Alavés.jpg,1,0,Celta,1
2018,3,09 Sep 17,Camp Nou,Barcelona,Barcelona.jpg,Espanyol,Espanyol.jpg,5,0,Barcelona,1
2018,3,08 Sep 17,Municipal de Butarque,Leganés,Leganés.jpg,Getafe,Getafe.jpg,1,2,Getafe,2
2018,3,09 Sep 17,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Eibar,Eibar.jpg,3,0,Sevilla,1
2018,3,10 Sep 17,San Mamés,Athletic,Athletic.jpg,Girona,Girona.jpg,2,0,Athletic,1
2018,3,11 Sep 17,La Rosaleda,Málaga,Málaga.jpg,Las Palmas,Las Palmas.jpg,1,3,Las Palmas,2
2018,3,09 Sep 17,Mestalla,Valencia,Valencia.jpg,Atlético,Atlético.jpg,0,0,Draw,0
2018,4,16 Sep 17,Ciutat de Valencia,Levante,Levante.jpg,Valencia,Valencia.jpg,1,1,Draw,0
2018,4,17 Sep 17,Anoeta,Sociedad,Sociedad.jpg,Real Madrid,Real Madrid.jpg,1,3,Real Madrid,2
2018,4,16 Sep 17,Benito Villamarín,Real Betis,Real Betis.jpg,Deportivo,Deportivo.jpg,2,1,Real Betis,1
2018,4,17 Sep 17,Mendizorroza,Alavés,Alavés.jpg,Villarreal,Villarreal.jpg,0,3,Villarreal,2
2018,4,18 Sep 17,RCDE Stadium,Espanyol,Espanyol.jpg,Celta,Celta.jpg,2,1,Espanyol,1
2018,4,16 Sep 17,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Barcelona,Barcelona.jpg,1,2,Barcelona,2
2018,4,15 Sep 17,Municipal de Ipurua,Eibar,Eibar.jpg,Leganés,Leganés.jpg,1,0,Eibar,1
2018,4,17 Sep 17,Municipal Montilivi,Girona,Girona.jpg,Sevilla,Sevilla.jpg,0,1,Sevilla,2
2018,4,17 Sep 17,Gran Canaria,Las Palmas,Las Palmas.jpg,Athletic,Athletic.jpg,1,0,Las Palmas,1
2018,4,16 Sep 17,Wanda Metropolitano,Atlético,Atlético.jpg,Málaga,Málaga.jpg,1,0,Atlético,1
2018,5,21 Sep 17,Ciutat de Valencia,Levante,Levante.jpg,Sociedad,Sociedad.jpg,3,0,Levante,1
2018,5,20 Sep 17,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Real Betis,Real Betis.jpg,0,1,Real Betis,2
2018,5,20 Sep 17,Municipal Riazor,Deportivo,Deportivo.jpg,Alavés,Alavés.jpg,1,0,Deportivo,1
2018,5,21 Sep 17,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Espanyol,Espanyol.jpg,0,0,Draw,0
2018,5,21 Sep 17,Abanca Balaídos,Celta,Celta.jpg,Getafe,Getafe.jpg,1,1,Draw,0
2018,5,19 Sep 17,Camp Nou,Barcelona,Barcelona.jpg,Eibar,Eibar.jpg,6,1,Barcelona,1
2018,5,20 Sep 17,Municipal de Butarque,Leganés,Leganés.jpg,Girona,Girona.jpg,0,0,Draw,0
2018,5,20 Sep 17,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Las Palmas,Las Palmas.jpg,1,0,Sevilla,1
2018,5,20 Sep 17,San Mamés,Athletic,Athletic.jpg,Atlético,Atlético.jpg,1,2,Atlético,2
2018,5,19 Sep 17,Mestalla,Valencia,Valencia.jpg,Málaga,Málaga.jpg,5,0,Valencia,1
2018,6,25 Sep 17,Benito Villamarín,Real Betis,Real Betis.jpg,Levante,Levante.jpg,4,0,Real Betis,1
2018,6,24 Sep 17,Anoeta,Sociedad,Sociedad.jpg,Valencia,Valencia.jpg,2,3,Valencia,2
2018,6,23 Sep 17,Mendizorroza,Alavés,Alavés.jpg,Real Madrid,Real Madrid.jpg,1,2,Real Madrid,2
2018,6,24 Sep 17,RCDE Stadium,Espanyol,Espanyol.jpg,Deportivo,Deportivo.jpg,4,1,Espanyol,1
2018,6,24 Sep 17,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Villarreal,Villarreal.jpg,4,0,Getafe,1
2018,6,24 Sep 17,Municipal de Ipurua,Eibar,Eibar.jpg,Celta,Celta.jpg,0,4,Celta,2
2018,6,23 Sep 17,Municipal Montilivi,Girona,Girona.jpg,Barcelona,Barcelona.jpg,0,3,Barcelona,2
2018,6,24 Sep 17,Gran Canaria,Las Palmas,Las Palmas.jpg,Leganés,Leganés.jpg,0,2,Leganés,2
2018,6,23 Sep 17,Wanda Metropolitano,Atlético,Atlético.jpg,Sevilla,Sevilla.jpg,2,0,Atlético,1
2018,6,23 Sep 17,La Rosaleda,Málaga,Málaga.jpg,Athletic,Athletic.jpg,3,3,Draw,0
2018,7,30 Sep 17,Ciutat de Valencia,Levante,Levante.jpg,Alavés,Alavés.jpg,0,2,Alavés,2
2018,7,01 Oct 17,Anoeta,Sociedad,Sociedad.jpg,Real Betis,Real Betis.jpg,4,4,Draw,0
2018,7,01 Oct 17,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Espanyol,Espanyol.jpg,2,0,Real Madrid,1
2018,7,30 Sep 17,Municipal Riazor,Deportivo,Deportivo.jpg,Getafe,Getafe.jpg,2,1,Deportivo,1
2018,7,01 Oct 17,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Eibar,Eibar.jpg,3,0,Villarreal,1
2018,7,01 Oct 17,Camp Nou,Barcelona,Barcelona.jpg,Las Palmas,Las Palmas.jpg,3,0,Barcelona,1
2018,7,30 Sep 17,Municipal de Butarque,Leganés,Leganés.jpg,Atlético,Atlético.jpg,0,0,Draw,0
2018,7,30 Sep 17,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Málaga,Málaga.jpg,2,0,Sevilla,1
2018,7,01 Oct 17,Mestalla,Valencia,Valencia.jpg,Athletic,Athletic.jpg,3,2,Valencia,1
2018,7,29 Sep 17,Abanca Balaídos,Celta,Celta.jpg,Girona,Girona.jpg,3,3,Draw,0
2018,8,13 Oct 17,RCDE Stadium,Espanyol,Espanyol.jpg,Levante,Levante.jpg,0,0,Draw,0
2018,8,15 Oct 17,Benito Villamarín,Real Betis,Real Betis.jpg,Valencia,Valencia.jpg,3,6,Valencia,2
2018,8,14 Oct 17,Mendizorroza,Alavés,Alavés.jpg,Sociedad,Sociedad.jpg,0,2,Sociedad,2
2018,8,14 Oct 17,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Real Madrid,Real Madrid.jpg,1,2,Real Madrid,2
2018,8,15 Oct 17,Municipal de Ipurua,Eibar,Eibar.jpg,Deportivo,Deportivo.jpg,0,0,Draw,0
2018,8,15 Oct 17,Municipal Montilivi,Girona,Girona.jpg,Villarreal,Villarreal.jpg,1,2,Villarreal,2
2018,8,16 Oct 17,Gran Canaria,Las Palmas,Las Palmas.jpg,Celta,Celta.jpg,2,5,Celta,2
2018,8,14 Oct 17,Wanda Metropolitano,Atlético,Atlético.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
2018,8,15 Oct 17,La Rosaleda,Málaga,Málaga.jpg,Leganés,Leganés.jpg,0,2,Leganés,2
2018,8,14 Oct 17,San Mamés,Athletic,Athletic.jpg,Sevilla,Sevilla.jpg,1,0,Athletic,1
2018,9,21 Oct 17,Ciutat de Valencia,Levante,Levante.jpg,Getafe,Getafe.jpg,1,1,Draw,0
2018,9,21 Oct 17,Benito Villamarín,Real Betis,Real Betis.jpg,Alavés,Alavés.jpg,2,0,Real Betis,1
2018,9,23 Oct 17,Anoeta,Sociedad,Sociedad.jpg,Espanyol,Espanyol.jpg,1,1,Draw,0
2018,9,22 Oct 17,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Eibar,Eibar.jpg,3,0,Real Madrid,1
2018,9,23 Oct 17,Municipal Riazor,Deportivo,Deportivo.jpg,Girona,Girona.jpg,1,2,Girona,2
2018,9,22 Oct 17,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Las Palmas,Las Palmas.jpg,4,0,Villarreal,1
2018,9,22 Oct 17,Abanca Balaídos,Celta,Celta.jpg,Atlético,Atlético.jpg,0,1,Atlético,2
2018,9,21 Oct 17,Camp Nou,Barcelona,Barcelona.jpg,Málaga,Málaga.jpg,2,0,Barcelona,1
2018,9,22 Oct 17,Municipal de Butarque,Leganés,Leganés.jpg,Athletic,Athletic.jpg,1,0,Leganés,1
2018,9,21 Oct 17,Mestalla,Valencia,Valencia.jpg,Sevilla,Sevilla.jpg,4,0,Valencia,1
2018,10,29 Oct 17,Municipal de Ipurua,Eibar,Eibar.jpg,Levante,Levante.jpg,2,2,Draw,0
2018,10,28 Oct 17,Mendizorroza,Alavés,Alavés.jpg,Valencia,Valencia.jpg,1,2,Valencia,2
2018,10,30 Oct 17,RCDE Stadium,Espanyol,Espanyol.jpg,Real Betis,Real Betis.jpg,1,0,Espanyol,1
2018,10,29 Oct 17,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Sociedad,Sociedad.jpg,2,1,Getafe,1
2018,10,29 Oct 17,Municipal Montilivi,Girona,Girona.jpg,Real Madrid,Real Madrid.jpg,2,1,Girona,1
2018,10,30 Oct 17,Gran Canaria,Las Palmas,Las Palmas.jpg,Deportivo,Deportivo.jpg,1,3,Deportivo,2
2018,10,28 Oct 17,Wanda Metropolitano,Atlético,Atlético.jpg,Villarreal,Villarreal.jpg,1,1,Draw,0
2018,10,29 Oct 17,La Rosaleda,Málaga,Málaga.jpg,Celta,Celta.jpg,2,1,Málaga,1
2018,10,28 Oct 17,San Mamés,Athletic,Athletic.jpg,Barcelona,Barcelona.jpg,0,2,Barcelona,2
2018,10,28 Oct 17,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Leganés,Leganés.jpg,2,1,Sevilla,1
2018,11,04 Nov 17,Mendizorroza,Alavés,Alavés.jpg,Espanyol,Espanyol.jpg,1,0,Alavés,1
2018,11,03 Nov 17,Benito Villamarín,Real Betis,Real Betis.jpg,Getafe,Getafe.jpg,2,2,Draw,0
2018,11,05 Nov 17,Anoeta,Sociedad,Sociedad.jpg,Eibar,Eibar.jpg,3,1,Sociedad,1
2018,11,05 Nov 17,Ciutat de Valencia,Levante,Levante.jpg,Girona,Girona.jpg,1,2,Girona,2
2018,11,05 Nov 17,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Las Palmas,Las Palmas.jpg,3,0,Real Madrid,1
2018,11,04 Nov 17,Municipal Riazor,Deportivo,Deportivo.jpg,Atlético,Atlético.jpg,0,1,Atlético,2
2018,11,05 Nov 17,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Málaga,Málaga.jpg,2,0,Villarreal,1
2018,11,05 Nov 17,Abanca Balaídos,Celta,Celta.jpg,Athletic,Athletic.jpg,3,1,Celta,1
2018,11,04 Nov 17,Camp Nou,Barcelona,Barcelona.jpg,Sevilla,Sevilla.jpg,2,1,Barcelona,1
2018,11,04 Nov 17,Mestalla,Valencia,Valencia.jpg,Leganés,Leganés.jpg,3,0,Valencia,1
2018,12,18 Nov 17,Wanda Metropolitano,Atlético,Atlético.jpg,Real Madrid,Real Madrid.jpg,0,0,Draw,0
2018,12,19 Nov 17,RCDE Stadium,Espanyol,Espanyol.jpg,Valencia,Valencia.jpg,0,2,Valencia,2
2018,12,18 Nov 17,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Alavés,Alavés.jpg,4,1,Getafe,1
2018,12,20 Nov 17,Municipal de Ipurua,Eibar,Eibar.jpg,Real Betis,Real Betis.jpg,5,0,Eibar,1
2018,12,17 Nov 17,Municipal Montilivi,Girona,Girona.jpg,Sociedad,Sociedad.jpg,1,1,Draw,0
2018,12,19 Nov 17,Gran Canaria,Las Palmas,Las Palmas.jpg,Levante,Levante.jpg,0,2,Levante,2
2018,12,19 Nov 17,La Rosaleda,Málaga,Málaga.jpg,Deportivo,Deportivo.jpg,3,2,Málaga,1
2018,12,19 Nov 17,San Mamés,Athletic,Athletic.jpg,Villarreal,Villarreal.jpg,1,1,Draw,0
2018,12,18 Nov 17,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Celta,Celta.jpg,2,1,Sevilla,1
2018,12,18 Nov 17,Municipal de Butarque,Leganés,Leganés.jpg,Barcelona,Barcelona.jpg,0,3,Barcelona,2
2018,13,27 Nov 17,RCDE Stadium,Espanyol,Espanyol.jpg,Getafe,Getafe.jpg,1,0,Espanyol,1
2018,13,25 Nov 17,Mendizorroza,Alavés,Alavés.jpg,Eibar,Eibar.jpg,1,2,Eibar,2
2018,13,25 Nov 17,Benito Villamarín,Real Betis,Real Betis.jpg,Girona,Girona.jpg,2,2,Draw,0
2018,13,26 Nov 17,Anoeta,Sociedad,Sociedad.jpg,Las Palmas,Las Palmas.jpg,2,2,Draw,0
2018,13,26 Nov 17,Mestalla,Valencia,Valencia.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
2018,13,25 Nov 17,Ciutat de Valencia,Levante,Levante.jpg,Atlético,Atlético.jpg,0,5,Atlético,2
2018,13,24 Nov 17,Abanca Balaídos,Celta,Celta.jpg,Leganés,Leganés.jpg,1,0,Celta,1
2018,13,25 Nov 17,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Málaga,Málaga.jpg,3,2,Real Madrid,1
2018,13,26 Nov 17,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Sevilla,Sevilla.jpg,2,3,Sevilla,2
2018,13,26 Nov 17,Municipal Riazor,Deportivo,Deportivo.jpg,Athletic,Athletic.jpg,2,2,Draw,0
2018,14,02 Dic 17,San Mamés,Athletic,Athletic.jpg,Real Madrid,Real Madrid.jpg,0,0,Draw,0
2018,14,03 Dic 17,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Valencia,Valencia.jpg,1,0,Getafe,1
2018,14,03 Dic 17,Municipal de Ipurua,Eibar,Eibar.jpg,Espanyol,Espanyol.jpg,3,1,Eibar,1
2018,14,04 Dic 17,Municipal Montilivi,Girona,Girona.jpg,Alavés,Alavés.jpg,2,3,Alavés,2
2018,14,03 Dic 17,Gran Canaria,Las Palmas,Las Palmas.jpg,Real Betis,Real Betis.jpg,1,0,Las Palmas,1
2018,14,02 Dic 17,Wanda Metropolitano,Atlético,Atlético.jpg,Sociedad,Sociedad.jpg,2,1,Atlético,1
2018,14,01 Dic 17,La Rosaleda,Málaga,Málaga.jpg,Levante,Levante.jpg,0,0,Draw,0
2018,14,02 Dic 17,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Deportivo,Deportivo.jpg,2,0,Sevilla,1
2018,14,03 Dic 17,Municipal de Butarque,Leganés,Leganés.jpg,Villarreal,Villarreal.jpg,3,1,Leganés,1
2018,14,02 Dic 17,Camp Nou,Barcelona,Barcelona.jpg,Celta,Celta.jpg,2,2,Draw,0
2018,15,09 Dic 17,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sevilla,Sevilla.jpg,5,0,Real Madrid,1
2018,15,09 Dic 17,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Eibar,Eibar.jpg,0,0,Draw,0
2018,15,11 Dic 17,RCDE Stadium,Espanyol,Espanyol.jpg,Girona,Girona.jpg,0,1,Girona,2
2018,15,08 Dic 17,Mendizorroza,Alavés,Alavés.jpg,Las Palmas,Las Palmas.jpg,2,0,Alavés,1
2018,15,10 Dic 17,Benito Villamarín,Real Betis,Real Betis.jpg,Atlético,Atlético.jpg,0,1,Atlético,2
2018,15,10 Dic 17,Anoeta,Sociedad,Sociedad.jpg,Málaga,Málaga.jpg,0,2,Málaga,2
2018,15,10 Dic 17,Ciutat de Valencia,Levante,Levante.jpg,Athletic,Athletic.jpg,1,2,Athletic,2
2018,15,09 Dic 17,Municipal Riazor,Deportivo,Deportivo.jpg,Leganés,Leganés.jpg,1,0,Deportivo,1
2018,15,10 Dic 17,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Barcelona,Barcelona.jpg,0,2,Barcelona,2
2018,15,09 Dic 17,Mestalla,Valencia,Valencia.jpg,Celta,Celta.jpg,2,1,Valencia,1
2018,16,21 Feb 18,Municipal de Butarque,Leganés,Leganés.jpg,Real Madrid,Real Madrid.jpg,1,3,Real Madrid,2
2018,16,17 Dic 17,Abanca Balaídos,Celta,Celta.jpg,Villarreal,Villarreal.jpg,0,1,Villarreal,2
2018,16,16 Dic 17,Municipal de Ipurua,Eibar,Eibar.jpg,Valencia,Valencia.jpg,2,1,Eibar,1
2018,16,17 Dic 17,Camp Nou,Barcelona,Barcelona.jpg,Deportivo,Deportivo.jpg,4,0,Barcelona,1
2018,16,17 Dic 17,Municipal Montilivi,Girona,Girona.jpg,Getafe,Getafe.jpg,1,0,Girona,1
2018,16,17 Dic 17,Gran Canaria,Las Palmas,Las Palmas.jpg,Espanyol,Espanyol.jpg,2,2,Draw,0
2018,16,15 Dic 17,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Levante,Levante.jpg,0,0,Draw,0
2018,16,18 Dic 17,La Rosaleda,Málaga,Málaga.jpg,Real Betis,Real Betis.jpg,0,2,Real Betis,2
2018,16,16 Dic 17,San Mamés,Athletic,Athletic.jpg,Sociedad,Sociedad.jpg,0,0,Draw,0
2018,16,16 Dic 17,Wanda Metropolitano,Atlético,Atlético.jpg,Alavés,Alavés.jpg,1,0,Atlético,1
2018,17,23 Dic 17,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Barcelona,Barcelona.jpg,0,3,Barcelona,2
2018,17,19 Dic 17,Ciutat de Valencia,Levante,Levante.jpg,Leganés,Leganés.jpg,0,0,Draw,0
2018,17,21 Dic 17,Municipal de Ipurua,Eibar,Eibar.jpg,Girona,Girona.jpg,4,1,Eibar,1
2018,17,20 Dic 17,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Las Palmas,Las Palmas.jpg,2,0,Getafe,1
2018,17,22 Dic 17,RCDE Stadium,Espanyol,Espanyol.jpg,Atlético,Atlético.jpg,1,0,Espanyol,1
2018,17,21 Dic 17,Mendizorroza,Alavés,Alavés.jpg,Málaga,Málaga.jpg,1,0,Alavés,1
2018,17,22 Dic 17,Benito Villamarín,Real Betis,Real Betis.jpg,Athletic,Athletic.jpg,0,2,Athletic,2
2018,17,20 Dic 17,Anoeta,Sociedad,Sociedad.jpg,Sevilla,Sevilla.jpg,3,1,Sociedad,1
2018,17,23 Dic 17,Municipal Riazor,Deportivo,Deportivo.jpg,Celta,Celta.jpg,1,3,Celta,2
2018,17,23 Dic 17,Mestalla,Valencia,Valencia.jpg,Villarreal,Villarreal.jpg,0,1,Villarreal,2
2018,18,06 Ene 18,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Real Betis,Real Betis.jpg,3,5,Real Betis,2
2018,18,07 Ene 18,Camp Nou,Barcelona,Barcelona.jpg,Levante,Levante.jpg,3,0,Barcelona,1
2018,18,06 Ene 18,Mestalla,Valencia,Valencia.jpg,Girona,Girona.jpg,2,1,Valencia,1
2018,18,06 Ene 18,Gran Canaria,Las Palmas,Las Palmas.jpg,Eibar,Eibar.jpg,1,2,Eibar,2
2018,18,06 Ene 18,Wanda Metropolitano,Atlético,Atlético.jpg,Getafe,Getafe.jpg,2,0,Atlético,1
2018,18,08 Ene 18,La Rosaleda,Málaga,Málaga.jpg,Espanyol,Espanyol.jpg,0,1,Espanyol,2
2018,18,07 Ene 18,San Mamés,Athletic,Athletic.jpg,Alavés,Alavés.jpg,2,0,Athletic,1
2018,18,07 Ene 18,Municipal de Butarque,Leganés,Leganés.jpg,Sociedad,Sociedad.jpg,1,0,Leganés,1
2018,18,07 Ene 18,Abanca Balaídos,Celta,Celta.jpg,Real Madrid,Real Madrid.jpg,2,2,Draw,0
2018,18,07 Ene 18,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Deportivo,Deportivo.jpg,1,1,Draw,0
2018,19,13 Ene 18,Municipal Montilivi,Girona,Girona.jpg,Las Palmas,Las Palmas.jpg,6,0,Girona,1
2018,19,13 Ene 18,Municipal de Ipurua,Eibar,Eibar.jpg,Atlético,Atlético.jpg,0,1,Atlético,2
2018,19,12 Ene 18,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Málaga,Málaga.jpg,1,0,Getafe,1
2018,19,14 Ene 18,RCDE Stadium,Espanyol,Espanyol.jpg,Athletic,Athletic.jpg,1,1,Draw,0
2018,19,14 Ene 18,Mendizorroza,Alavés,Alavés.jpg,Sevilla,Sevilla.jpg,1,0,Alavés,1
2018,19,15 Ene 18,Benito Villamarín,Real Betis,Real Betis.jpg,Leganés,Leganés.jpg,3,2,Real Betis,1
2018,19,14 Ene 18,Anoeta,Sociedad,Sociedad.jpg,Barcelona,Barcelona.jpg,2,4,Barcelona,2
2018,19,14 Ene 18,Ciutat de Valencia,Levante,Levante.jpg,Celta,Celta.jpg,0,1,Celta,2
2018,19,13 Ene 18,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Villarreal,Villarreal.jpg,0,1,Villarreal,2
2018,19,13 Ene 18,Municipal Riazor,Deportivo,Deportivo.jpg,Valencia,Valencia.jpg,1,2,Valencia,2
2018,20,20 Ene 18,RCDE Stadium,Espanyol,Espanyol.jpg,Sevilla,Sevilla.jpg,0,3,Sevilla,2
2018,20,22 Ene 18,Municipal de Ipurua,Eibar,Eibar.jpg,Málaga,Málaga.jpg,1,1,Draw,0
2018,20,21 Ene 18,Anoeta,Sociedad,Sociedad.jpg,Celta,Celta.jpg,1,2,Celta,2
2018,20,20 Ene 18,Gran Canaria,Las Palmas,Las Palmas.jpg,Valencia,Valencia.jpg,2,1,Las Palmas,1
2018,20,21 Ene 18,Benito Villamarín,Real Betis,Real Betis.jpg,Barcelona,Barcelona.jpg,0,5,Barcelona,2
2018,20,21 Ene 18,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Deportivo,Deportivo.jpg,7,1,Real Madrid,1
2018,20,21 Ene 18,Mendizorroza,Alavés,Alavés.jpg,Leganés,Leganés.jpg,2,2,Draw,0
2018,20,20 Ene 18,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Levante,Levante.jpg,2,1,Villarreal,1
2018,20,20 Ene 18,Wanda Metropolitano,Atlético,Atlético.jpg,Girona,Girona.jpg,1,1,Draw,0
2018,20,19 Ene 18,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Athletic,Athletic.jpg,2,2,Draw,0
2018,21,27 Ene 18,Mestalla,Valencia,Valencia.jpg,Real Madrid,Real Madrid.jpg,1,4,Real Madrid,2
2018,21,27 Ene 18,Municipal Riazor,Deportivo,Deportivo.jpg,Levante,Levante.jpg,2,2,Draw,0
2018,21,27 Ene 18,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Sociedad,Sociedad.jpg,4,2,Villarreal,1
2018,21,29 Ene 18,Abanca Balaídos,Celta,Celta.jpg,Real Betis,Real Betis.jpg,3,2,Celta,1
2018,21,28 Ene 18,Camp Nou,Barcelona,Barcelona.jpg,Alavés,Alavés.jpg,2,1,Barcelona,1
2018,21,28 Ene 18,Municipal de Butarque,Leganés,Leganés.jpg,Espanyol,Espanyol.jpg,3,2,Leganés,1
2018,21,28 Ene 18,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Getafe,Getafe.jpg,1,1,Draw,0
2018,21,26 Ene 18,San Mamés,Athletic,Athletic.jpg,Eibar,Eibar.jpg,1,1,Draw,0
2018,21,27 Ene 18,La Rosaleda,Málaga,Málaga.jpg,Girona,Girona.jpg,0,0,Draw,0
2018,21,28 Ene 18,Wanda Metropolitano,Atlético,Atlético.jpg,Las Palmas,Las Palmas.jpg,3,0,Atlético,1
2018,22,03 Feb 18,Ciutat de Valencia,Levante,Levante.jpg,Real Madrid,Real Madrid.jpg,2,2,Draw,0
2018,22,02 Feb 18,Anoeta,Sociedad,Sociedad.jpg,Deportivo,Deportivo.jpg,5,0,Sociedad,1
2018,22,03 Feb 18,Benito Villamarín,Real Betis,Real Betis.jpg,Villarreal,Villarreal.jpg,2,1,Real Betis,1
2018,22,03 Feb 18,Mendizorroza,Alavés,Alavés.jpg,Celta,Celta.jpg,2,1,Alavés,1
2018,22,04 Feb 18,RCDE Stadium,Espanyol,Espanyol.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
2018,22,04 Feb 18,Coliseum Alfonso Pérez,Getafe,Getafe.jpg,Leganés,Leganés.jpg,0,0,Draw,0
2018,22,03 Feb 18,Municipal de Ipurua,Eibar,Eibar.jpg,Sevilla,Sevilla.jpg,5,1,Eibar,1
2018,22,04 Feb 18,Municipal Montilivi,Girona,Girona.jpg,Athletic,Athletic.jpg,2,0,Girona,1
2018,22,05 Feb 18,Gran Canaria,Las Palmas,Las Palmas.jpg,Málaga,Málaga.jpg,1,0,Las Palmas,1
2018,22,04 Feb 18,Wanda Metropolitano,Atlético,Atlético.jpg,Valencia,Valencia.jpg,1,0,Atlético,1
2018,23,11 Feb 18,Mestalla,Valencia,Valencia.jpg,Levante,Levante.jpg,3,1,Valencia,1
2018,23,10 Feb 18,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sociedad,Sociedad.jpg,5,2,Real Madrid,1
2018,23,12 Feb 18,Municipal Riazor,Deportivo,Deportivo.jpg,Real Betis,Real Betis.jpg,0,1,Real Betis,2
2018,23,10 Feb 18,Estadio de la Cerámica,Villarreal,Villarreal.jpg,Alavés,Alavés.jpg,1,2,Alavés,2
2018,23,11 Feb 18,Abanca Balaídos,Celta,Celta.jpg,Espanyol,Espanyol.jpg,2,2,Draw,0
2018,23,11 Feb 18,Camp Nou,Barcelona,Barcelona.jpg,Getafe,Getafe.jpg,0,0,Draw,0
2018,23,10 Feb 18,Municipal de Butarque,Leganés,Leganés.jpg,Eibar,Eibar.jpg,0,1,Eibar,2
2018,23,11 Feb 18,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Girona,Girona.jpg,1,0,Sevilla,1
2018,23,09 Feb 18,San Mamés,Athletic,Athletic.jpg,Las Palmas,Las Palmas.jpg,0,0,Draw,0
2018,23,10 Feb 18,La Rosaleda,Málaga,Málaga.jpg,Atlético,Atlético.jpg,0,1,Atlético,2
