year,jornada,date,stadium,teamA,logo_teamA,teamB,logo_teamB,scoreTeamA,scoreTeamB,winner,winnerAsNumeric
1956,23,04 Mar 56,Anoeta,Sociedad,Sociedad.jpg,Athletic,Athletic.jpg,2,2,Draw,0
1956,24,11 Mar 56,San Mamés,Athletic,Athletic.jpg,Atlético,Atlético.jpg,2,1,Athletic,1
1956,24,11 Mar 56,Abanca Balaídos,Celta,Celta.jpg,Real Murcia,Real Murcia.jpg,1,3,Real Murcia,2
1956,24,11 Mar 56,RCDE Stadium,Espanyol,Espanyol.jpg,Sociedad,Sociedad.jpg,3,0,Espanyol,1
1956,24,11 Mar 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Cultural,Cultural.jpg,1,2,Cultural,2
1956,24,11 Mar 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Hércules,Hércules.jpg,4,1,Real Madrid,1
1956,24,11 Mar 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Barcelona,Barcelona.jpg,0,0,Draw,0
1956,24,11 Mar 56,Mestalla,Valencia,Valencia.jpg,Deportivo,Deportivo.jpg,4,0,Valencia,1
1956,24,11 Mar 56,Municipal José Zorrilla,Real,Real.jpg,Alavés,Alavés.jpg,4,0,Real,1
1956,25,18 Mar 56,Wanda Metropolitano,Atlético,Atlético.jpg,Espanyol,Espanyol.jpg,5,0,Atlético,1
1956,25,18 Mar 56,Camp Nou,Barcelona,Barcelona.jpg,Real Madrid,Real Madrid.jpg,2,0,Barcelona,1
1956,25,18 Mar 56,Mendizorroza,Alavés,Alavés.jpg,Sevilla,Sevilla.jpg,2,1,Alavés,1
1956,25,18 Mar 56,Municipal Riazor,Deportivo,Deportivo.jpg,Celta,Celta.jpg,5,0,Deportivo,1
1956,25,18 Mar 56,José Rico Pérez,Hércules,Hércules.jpg,Valencia,Valencia.jpg,4,0,Hércules,1
1956,25,18 Mar 56,Nueva Condomina,Real Murcia,Real Murcia.jpg,Athletic,Athletic.jpg,2,1,Real Murcia,1
1956,25,18 Mar 56,Anoeta,Sociedad,Sociedad.jpg,Cultural,Cultural.jpg,2,1,Sociedad,1
1956,25,18 Mar 56,Municipal José Zorrilla,Real,Real.jpg,Las Palmas,Las Palmas.jpg,4,1,Real,1
1956,26,25 Mar 56,San Mamés,Athletic,Athletic.jpg,Deportivo,Deportivo.jpg,2,2,Draw,0
1956,26,25 Mar 56,Abanca Balaídos,Celta,Celta.jpg,Hércules,Hércules.jpg,2,1,Celta,1
1956,26,25 Mar 56,RCDE Stadium,Espanyol,Espanyol.jpg,Real Murcia,Real Murcia.jpg,1,0,Espanyol,1
1956,26,25 Mar 56,Municipal Reino de León,Cultural,Cultural.jpg,Atlético,Atlético.jpg,2,4,Atlético,2
1956,26,25 Mar 56,Anoeta,Sociedad,Sociedad.jpg,Las Palmas,Las Palmas.jpg,4,2,Sociedad,1
1956,26,25 Mar 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Alavés,Alavés.jpg,5,0,Real Madrid,1
1956,26,25 Mar 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Real,Real.jpg,4,1,Sevilla,1
1956,26,25 Mar 56,Mestalla,Valencia,Valencia.jpg,Barcelona,Barcelona.jpg,4,2,Valencia,1
1956,27,01 Abr 56,Wanda Metropolitano,Atlético,Atlético.jpg,Sociedad,Sociedad.jpg,4,5,Sociedad,2
1956,27,01 Abr 56,Camp Nou,Barcelona,Barcelona.jpg,Celta,Celta.jpg,2,1,Barcelona,1
1956,27,01 Abr 56,Mendizorroza,Alavés,Alavés.jpg,Valencia,Valencia.jpg,3,3,Draw,0
1956,27,01 Abr 56,Municipal Riazor,Deportivo,Deportivo.jpg,Espanyol,Espanyol.jpg,3,1,Deportivo,1
1956,27,01 Abr 56,José Rico Pérez,Hércules,Hércules.jpg,Athletic,Athletic.jpg,0,3,Athletic,2
1956,27,01 Abr 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Sevilla,Sevilla.jpg,2,3,Sevilla,2
1956,27,01 Abr 56,Nueva Condomina,Real Murcia,Real Murcia.jpg,Cultural,Cultural.jpg,3,1,Real Murcia,1
1956,27,01 Abr 56,Municipal José Zorrilla,Real,Real.jpg,Real Madrid,Real Madrid.jpg,2,2,Draw,0
1956,28,08 Abr 56,San Mamés,Athletic,Athletic.jpg,Barcelona,Barcelona.jpg,1,0,Athletic,1
1956,28,08 Abr 56,Abanca Balaídos,Celta,Celta.jpg,Alavés,Alavés.jpg,3,0,Celta,1
1956,28,08 Abr 56,RCDE Stadium,Espanyol,Espanyol.jpg,Hércules,Hércules.jpg,2,0,Espanyol,1
1956,28,08 Abr 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Atlético,Atlético.jpg,1,1,Draw,0
1956,28,08 Abr 56,Municipal Reino de León,Cultural,Cultural.jpg,Deportivo,Deportivo.jpg,1,2,Deportivo,2
1956,28,08 Abr 56,Anoeta,Sociedad,Sociedad.jpg,Real Murcia,Real Murcia.jpg,3,3,Draw,0
1956,28,08 Abr 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sevilla,Sevilla.jpg,3,4,Sevilla,2
1956,28,08 Abr 56,Mestalla,Valencia,Valencia.jpg,Real,Real.jpg,5,1,Valencia,1
1956,29,15 Abr 56,Camp Nou,Barcelona,Barcelona.jpg,Espanyol,Espanyol.jpg,1,0,Barcelona,1
1956,29,15 Abr 56,Municipal Riazor,Deportivo,Deportivo.jpg,Sociedad,Sociedad.jpg,5,0,Deportivo,1
1956,29,15 Abr 56,José Rico Pérez,Hércules,Hércules.jpg,Cultural,Cultural.jpg,3,1,Hércules,1
1956,29,15 Abr 56,Nueva Condomina,Real Murcia,Real Murcia.jpg,Atlético,Atlético.jpg,1,0,Real Murcia,1
1956,29,15 Abr 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Las Palmas,Las Palmas.jpg,6,0,Real Madrid,1
1956,29,15 Abr 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Valencia,Valencia.jpg,4,0,Sevilla,1
1956,29,15 Abr 56,Municipal José Zorrilla,Real,Real.jpg,Celta,Celta.jpg,4,2,Real,1
1956,29,17 Abr 56,Mendizorroza,Alavés,Alavés.jpg,Athletic,Athletic.jpg,0,3,Athletic,2
1956,30,22 Abr 56,San Mamés,Athletic,Athletic.jpg,Real,Real.jpg,3,0,Athletic,1
1956,30,22 Abr 56,Wanda Metropolitano,Atlético,Atlético.jpg,Deportivo,Deportivo.jpg,4,1,Atlético,1
1956,30,22 Abr 56,Abanca Balaídos,Celta,Celta.jpg,Sevilla,Sevilla.jpg,3,1,Celta,1
1956,30,22 Abr 56,RCDE Stadium,Espanyol,Espanyol.jpg,Alavés,Alavés.jpg,6,0,Espanyol,1
1956,30,22 Abr 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Real Murcia,Real Murcia.jpg,2,0,Las Palmas,1
1956,30,22 Abr 56,Municipal Reino de León,Cultural,Cultural.jpg,Barcelona,Barcelona.jpg,0,1,Barcelona,2
1956,30,22 Abr 56,Anoeta,Sociedad,Sociedad.jpg,Hércules,Hércules.jpg,2,0,Sociedad,1
1956,30,22 Abr 56,Mestalla,Valencia,Valencia.jpg,Real Madrid,Real Madrid.jpg,2,1,Valencia,1
1957,1,09 Sep 56,San Mamés,Athletic,Athletic.jpg,Real,Real.jpg,4,0,Athletic,1
1957,1,09 Sep 56,Camp Nou,Barcelona,Barcelona.jpg,Osasuna,Osasuna.jpg,2,0,Barcelona,1
1957,1,09 Sep 56,Municipal Riazor,Deportivo,Deportivo.jpg,Atlético,Atlético.jpg,0,4,Atlético,2
1957,1,09 Sep 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Real Jaén,Real Jaén.jpg,2,0,Las Palmas,1
1957,1,09 Sep 56,Anoeta,Sociedad,Sociedad.jpg,Sevilla,Sevilla.jpg,1,1,Draw,0
1957,1,09 Sep 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Condal CD,Condal CD.jpg,6,0,Real Madrid,1
1957,1,09 Sep 56,Mestalla,Valencia,Valencia.jpg,Espanyol,Espanyol.jpg,3,1,Valencia,1
1957,1,09 Sep 56,La Romareda,Real,Real.jpg,Celta,Celta.jpg,2,0,Real,1
1957,2,15 Sep 56,No disponible,Condal CD,Condal CD.jpg,Real,Real.jpg,0,0,Draw,0
1957,2,16 Sep 56,Wanda Metropolitano,Atlético,Atlético.jpg,Athletic,Athletic.jpg,0,0,Draw,0
1957,2,16 Sep 56,Abanca Balaídos,Celta,Celta.jpg,Las Palmas,Las Palmas.jpg,3,3,Draw,0
1957,2,16 Sep 56,RCDE Stadium,Espanyol,Espanyol.jpg,Real Madrid,Real Madrid.jpg,0,0,Draw,0
1957,2,16 Sep 56,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Deportivo,Deportivo.jpg,2,3,Deportivo,2
1957,2,16 Sep 56,El Sadar,Osasuna,Osasuna.jpg,Sociedad,Sociedad.jpg,1,2,Sociedad,2
1957,2,16 Sep 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Valencia,Valencia.jpg,3,2,Sevilla,1
1957,2,16 Sep 56,Municipal José Zorrilla,Real,Real.jpg,Barcelona,Barcelona.jpg,2,1,Real,1
1957,3,23 Sep 56,San Mamés,Athletic,Athletic.jpg,Real Jaén,Real Jaén.jpg,3,1,Athletic,1
1957,3,23 Sep 56,Camp Nou,Barcelona,Barcelona.jpg,Atlético,Atlético.jpg,7,3,Barcelona,1
1957,3,23 Sep 56,Abanca Balaídos,Celta,Celta.jpg,Condal CD,Condal CD.jpg,2,2,Draw,0
1957,3,23 Sep 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Deportivo,Deportivo.jpg,2,0,Las Palmas,1
1957,3,23 Sep 56,Anoeta,Sociedad,Sociedad.jpg,Real,Real.jpg,2,3,Real,2
1957,3,23 Sep 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sevilla,Sevilla.jpg,1,1,Draw,0
1957,3,23 Sep 56,Mestalla,Valencia,Valencia.jpg,Osasuna,Osasuna.jpg,4,1,Valencia,1
1957,3,23 Sep 56,La Romareda,Real,Real.jpg,Espanyol,Espanyol.jpg,2,0,Real,1
1957,4,30 Sep 56,Wanda Metropolitano,Atlético,Atlético.jpg,Sociedad,Sociedad.jpg,3,0,Atlético,1
1957,4,30 Sep 56,Municipal Riazor,Deportivo,Deportivo.jpg,Athletic,Athletic.jpg,1,2,Athletic,2
1957,4,30 Sep 56,RCDE Stadium,Espanyol,Espanyol.jpg,Celta,Celta.jpg,2,0,Espanyol,1
1957,4,30 Sep 56,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Barcelona,Barcelona.jpg,1,2,Barcelona,2
1957,4,30 Sep 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Condal CD,Condal CD.jpg,3,3,Draw,0
1957,4,30 Sep 56,El Sadar,Osasuna,Osasuna.jpg,Real Madrid,Real Madrid.jpg,2,0,Osasuna,1
1957,4,30 Sep 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Real,Real.jpg,3,0,Sevilla,1
1957,4,30 Sep 56,Municipal José Zorrilla,Real,Real.jpg,Valencia,Valencia.jpg,4,0,Real,1
1957,5,06 Oct 56,No disponible,Condal CD,Condal CD.jpg,Espanyol,Espanyol.jpg,3,0,Condal CD,1
1957,5,07 Oct 56,San Mamés,Athletic,Athletic.jpg,Las Palmas,Las Palmas.jpg,3,0,Athletic,1
1957,5,07 Oct 56,Camp Nou,Barcelona,Barcelona.jpg,Deportivo,Deportivo.jpg,3,1,Barcelona,1
1957,5,07 Oct 56,Abanca Balaídos,Celta,Celta.jpg,Sevilla,Sevilla.jpg,3,3,Draw,0
1957,5,07 Oct 56,Anoeta,Sociedad,Sociedad.jpg,Real Jaén,Real Jaén.jpg,2,0,Sociedad,1
1957,5,07 Oct 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Real,Real.jpg,3,1,Real Madrid,1
1957,5,07 Oct 56,Mestalla,Valencia,Valencia.jpg,Atlético,Atlético.jpg,2,2,Draw,0
1957,5,07 Oct 56,La Romareda,Real,Real.jpg,Osasuna,Osasuna.jpg,0,2,Osasuna,2
1957,6,14 Oct 56,San Mamés,Athletic,Athletic.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
1957,6,14 Oct 56,Wanda Metropolitano,Atlético,Atlético.jpg,Real Madrid,Real Madrid.jpg,2,4,Real Madrid,2
1957,6,14 Oct 56,Municipal Riazor,Deportivo,Deportivo.jpg,Sociedad,Sociedad.jpg,4,0,Deportivo,1
1957,6,14 Oct 56,RCDE Stadium,Espanyol,Espanyol.jpg,Las Palmas,Las Palmas.jpg,2,0,Espanyol,1
1957,6,14 Oct 56,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Valencia,Valencia.jpg,2,2,Draw,0
1957,6,14 Oct 56,El Sadar,Osasuna,Osasuna.jpg,Celta,Celta.jpg,2,1,Osasuna,1
1957,6,14 Oct 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Condal CD,Condal CD.jpg,2,1,Sevilla,1
1957,6,14 Oct 56,Municipal José Zorrilla,Real,Real.jpg,Real,Real.jpg,4,1,Real,1
1957,7,20 Oct 56,No disponible,Condal CD,Condal CD.jpg,Osasuna,Osasuna.jpg,0,0,Draw,0
1957,7,21 Oct 56,Abanca Balaídos,Celta,Celta.jpg,Real,Real.jpg,1,1,Draw,0
1957,7,21 Oct 56,RCDE Stadium,Espanyol,Espanyol.jpg,Sevilla,Sevilla.jpg,2,2,Draw,0
1957,7,21 Oct 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Barcelona,Barcelona.jpg,1,0,Las Palmas,1
1957,7,21 Oct 56,Anoeta,Sociedad,Sociedad.jpg,Athletic,Athletic.jpg,3,4,Athletic,2
1957,7,21 Oct 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Real Jaén,Real Jaén.jpg,7,1,Real Madrid,1
1957,7,21 Oct 56,Mestalla,Valencia,Valencia.jpg,Deportivo,Deportivo.jpg,3,0,Valencia,1
1957,7,21 Oct 56,La Romareda,Real,Real.jpg,Atlético,Atlético.jpg,2,1,Real,1
1957,8,28 Oct 56,San Mamés,Athletic,Athletic.jpg,Valencia,Valencia.jpg,3,1,Athletic,1
1957,8,28 Oct 56,Wanda Metropolitano,Atlético,Atlético.jpg,Celta,Celta.jpg,1,0,Atlético,1
1957,8,28 Oct 56,Camp Nou,Barcelona,Barcelona.jpg,Sociedad,Sociedad.jpg,1,0,Barcelona,1
1957,8,28 Oct 56,Municipal Riazor,Deportivo,Deportivo.jpg,Real Madrid,Real Madrid.jpg,1,2,Real Madrid,2
1957,8,28 Oct 56,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Real,Real.jpg,0,1,Real,2
1957,8,28 Oct 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Sevilla,Sevilla.jpg,2,1,Las Palmas,1
1957,8,28 Oct 56,El Sadar,Osasuna,Osasuna.jpg,Espanyol,Espanyol.jpg,5,0,Osasuna,1
1957,8,28 Oct 56,Municipal José Zorrilla,Real,Real.jpg,Condal CD,Condal CD.jpg,3,0,Real,1
1957,9,03 Nov 56,No disponible,Condal CD,Condal CD.jpg,Atlético,Atlético.jpg,1,2,Atlético,2
1957,9,04 Nov 56,Abanca Balaídos,Celta,Celta.jpg,Real Jaén,Real Jaén.jpg,4,0,Celta,1
1957,9,04 Nov 56,RCDE Stadium,Espanyol,Espanyol.jpg,Real,Real.jpg,4,0,Espanyol,1
1957,9,04 Nov 56,Anoeta,Sociedad,Sociedad.jpg,Las Palmas,Las Palmas.jpg,2,2,Draw,0
1957,9,04 Nov 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Athletic,Athletic.jpg,3,0,Real Madrid,1
1957,9,04 Nov 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Osasuna,Osasuna.jpg,3,1,Sevilla,1
1957,9,04 Nov 56,Mestalla,Valencia,Valencia.jpg,Barcelona,Barcelona.jpg,3,3,Draw,0
1957,9,04 Nov 56,La Romareda,Real,Real.jpg,Deportivo,Deportivo.jpg,2,2,Draw,0
1957,10,11 Nov 56,San Mamés,Athletic,Athletic.jpg,Real,Real.jpg,5,0,Athletic,1
1957,10,11 Nov 56,Wanda Metropolitano,Atlético,Atlético.jpg,Espanyol,Espanyol.jpg,8,1,Atlético,1
1957,10,11 Nov 56,Camp Nou,Barcelona,Barcelona.jpg,Real Madrid,Real Madrid.jpg,1,0,Barcelona,1
1957,10,11 Nov 56,Municipal Riazor,Deportivo,Deportivo.jpg,Celta,Celta.jpg,0,3,Celta,2
1957,10,11 Nov 56,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Condal CD,Condal CD.jpg,2,0,Real Jaén,1
1957,10,11 Nov 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Osasuna,Osasuna.jpg,1,1,Draw,0
1957,10,11 Nov 56,Anoeta,Sociedad,Sociedad.jpg,Valencia,Valencia.jpg,1,2,Valencia,2
1957,10,11 Nov 56,Municipal José Zorrilla,Real,Real.jpg,Sevilla,Sevilla.jpg,1,2,Sevilla,2
1957,11,17 Nov 56,No disponible,Condal CD,Condal CD.jpg,Deportivo,Deportivo.jpg,2,1,Condal CD,1
1957,11,18 Nov 56,Abanca Balaídos,Celta,Celta.jpg,Athletic,Athletic.jpg,3,0,Celta,1
1957,11,18 Nov 56,RCDE Stadium,Espanyol,Espanyol.jpg,Real Jaén,Real Jaén.jpg,3,0,Espanyol,1
1957,11,18 Nov 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Valencia,Valencia.jpg,1,0,Las Palmas,1
1957,11,18 Nov 56,El Sadar,Osasuna,Osasuna.jpg,Real,Real.jpg,1,0,Osasuna,1
1957,11,18 Nov 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Sociedad,Sociedad.jpg,3,0,Real Madrid,1
1957,11,18 Nov 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Atlético,Atlético.jpg,5,1,Sevilla,1
1957,11,18 Nov 56,La Romareda,Real,Real.jpg,Barcelona,Barcelona.jpg,2,0,Real,1
1957,12,25 Nov 56,San Mamés,Athletic,Athletic.jpg,Condal CD,Condal CD.jpg,3,0,Athletic,1
1957,12,25 Nov 56,Wanda Metropolitano,Atlético,Atlético.jpg,Osasuna,Osasuna.jpg,2,0,Atlético,1
1957,12,25 Nov 56,Camp Nou,Barcelona,Barcelona.jpg,Celta,Celta.jpg,4,1,Barcelona,1
1957,12,25 Nov 56,Municipal Riazor,Deportivo,Deportivo.jpg,Espanyol,Espanyol.jpg,2,1,Deportivo,1
1957,12,25 Nov 56,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Sevilla,Sevilla.jpg,3,1,Real Jaén,1
1957,12,25 Nov 56,Anoeta,Sociedad,Sociedad.jpg,Real,Real.jpg,1,1,Draw,0
1957,12,25 Nov 56,Mestalla,Valencia,Valencia.jpg,Real Madrid,Real Madrid.jpg,1,2,Real Madrid,2
1957,12,25 Nov 56,Municipal José Zorrilla,Real,Real.jpg,Las Palmas,Las Palmas.jpg,6,2,Real,1
1957,13,01 Dic 56,No disponible,Condal CD,Condal CD.jpg,Barcelona,Barcelona.jpg,1,1,Draw,0
1957,13,02 Dic 56,Abanca Balaídos,Celta,Celta.jpg,Sociedad,Sociedad.jpg,2,3,Sociedad,2
1957,13,02 Dic 56,RCDE Stadium,Espanyol,Espanyol.jpg,Athletic,Athletic.jpg,3,0,Espanyol,1
1957,13,02 Dic 56,El Sadar,Osasuna,Osasuna.jpg,Real Jaén,Real Jaén.jpg,1,1,Draw,0
1957,13,02 Dic 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Las Palmas,Las Palmas.jpg,3,0,Real Madrid,1
1957,13,02 Dic 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Deportivo,Deportivo.jpg,5,1,Sevilla,1
1957,13,02 Dic 56,Municipal José Zorrilla,Real,Real.jpg,Atlético,Atlético.jpg,4,3,Real,1
1957,13,02 Dic 56,La Romareda,Real,Real.jpg,Valencia,Valencia.jpg,0,0,Draw,0
1957,14,16 Dic 56,San Mamés,Athletic,Athletic.jpg,Sevilla,Sevilla.jpg,5,0,Athletic,1
1957,14,16 Dic 56,Camp Nou,Barcelona,Barcelona.jpg,Espanyol,Espanyol.jpg,1,1,Draw,0
1957,14,16 Dic 56,Municipal Riazor,Deportivo,Deportivo.jpg,Osasuna,Osasuna.jpg,3,1,Deportivo,1
1957,14,16 Dic 56,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Real,Real.jpg,2,0,Real Jaén,1
1957,14,16 Dic 56,Gran Canaria,Las Palmas,Las Palmas.jpg,Atlético,Atlético.jpg,1,1,Draw,0
1957,14,16 Dic 56,Anoeta,Sociedad,Sociedad.jpg,Condal CD,Condal CD.jpg,1,0,Sociedad,1
1957,14,16 Dic 56,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Real,Real.jpg,3,3,Draw,0
1957,14,16 Dic 56,Mestalla,Valencia,Valencia.jpg,Celta,Celta.jpg,3,1,Valencia,1
1957,15,22 Dic 56,No disponible,Condal CD,Condal CD.jpg,Valencia,Valencia.jpg,1,1,Draw,0
1957,15,23 Dic 56,Wanda Metropolitano,Atlético,Atlético.jpg,Real Jaén,Real Jaén.jpg,1,1,Draw,0
1957,15,23 Dic 56,Abanca Balaídos,Celta,Celta.jpg,Real Madrid,Real Madrid.jpg,0,3,Real Madrid,2
1957,15,23 Dic 56,RCDE Stadium,Espanyol,Espanyol.jpg,Sociedad,Sociedad.jpg,1,0,Espanyol,1
1957,15,23 Dic 56,El Sadar,Osasuna,Osasuna.jpg,Athletic,Athletic.jpg,1,2,Athletic,2
1957,15,23 Dic 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Barcelona,Barcelona.jpg,2,1,Sevilla,1
1957,15,23 Dic 56,Municipal José Zorrilla,Real,Real.jpg,Deportivo,Deportivo.jpg,3,2,Real,1
1957,15,23 Dic 56,La Romareda,Real,Real.jpg,Las Palmas,Las Palmas.jpg,3,2,Real,1
1957,16,29 Dic 56,No disponible,Condal CD,Condal CD.jpg,Real Madrid,Real Madrid.jpg,0,1,Real Madrid,2
1957,16,30 Dic 56,Wanda Metropolitano,Atlético,Atlético.jpg,Deportivo,Deportivo.jpg,6,0,Atlético,1
1957,16,30 Dic 56,Abanca Balaídos,Celta,Celta.jpg,Real,Real.jpg,5,0,Celta,1
1957,16,30 Dic 56,RCDE Stadium,Espanyol,Espanyol.jpg,Valencia,Valencia.jpg,3,0,Espanyol,1
1957,16,30 Dic 56,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Las Palmas,Las Palmas.jpg,0,0,Draw,0
1957,16,30 Dic 56,El Sadar,Osasuna,Osasuna.jpg,Barcelona,Barcelona.jpg,2,2,Draw,0
1957,16,30 Dic 56,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Sociedad,Sociedad.jpg,3,2,Sevilla,1
1957,16,30 Dic 56,Municipal José Zorrilla,Real,Real.jpg,Athletic,Athletic.jpg,2,0,Real,1
1957,17,06 Ene 57,San Mamés,Athletic,Athletic.jpg,Atlético,Atlético.jpg,1,4,Atlético,2
1957,17,06 Ene 57,Camp Nou,Barcelona,Barcelona.jpg,Real,Real.jpg,4,0,Barcelona,1
1957,17,06 Ene 57,Municipal Riazor,Deportivo,Deportivo.jpg,Real Jaén,Real Jaén.jpg,3,1,Deportivo,1
1957,17,06 Ene 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Celta,Celta.jpg,1,0,Las Palmas,1
1957,17,06 Ene 57,Anoeta,Sociedad,Sociedad.jpg,Osasuna,Osasuna.jpg,0,0,Draw,0
1957,17,06 Ene 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Espanyol,Espanyol.jpg,7,2,Real Madrid,1
1957,17,06 Ene 57,Mestalla,Valencia,Valencia.jpg,Sevilla,Sevilla.jpg,2,0,Valencia,1
1957,17,06 Ene 57,La Romareda,Real,Real.jpg,Condal CD,Condal CD.jpg,2,3,Condal CD,2
1957,18,12 Ene 57,No disponible,Condal CD,Condal CD.jpg,Celta,Celta.jpg,0,3,Celta,2
1957,18,13 Ene 57,Wanda Metropolitano,Atlético,Atlético.jpg,Barcelona,Barcelona.jpg,2,1,Atlético,1
1957,18,13 Ene 57,Municipal Riazor,Deportivo,Deportivo.jpg,Las Palmas,Las Palmas.jpg,1,2,Las Palmas,2
1957,18,13 Ene 57,RCDE Stadium,Espanyol,Espanyol.jpg,Real,Real.jpg,2,0,Espanyol,1
1957,18,13 Ene 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Athletic,Athletic.jpg,4,2,Real Jaén,1
1957,18,13 Ene 57,El Sadar,Osasuna,Osasuna.jpg,Valencia,Valencia.jpg,2,0,Osasuna,1
1957,18,13 Ene 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Real Madrid,Real Madrid.jpg,2,0,Sevilla,1
1957,18,13 Ene 57,Municipal José Zorrilla,Real,Real.jpg,Sociedad,Sociedad.jpg,2,2,Draw,0
1957,19,19 Ene 57,No disponible,Condal CD,Condal CD.jpg,Las Palmas,Las Palmas.jpg,2,0,Condal CD,1
1957,19,20 Ene 57,San Mamés,Athletic,Athletic.jpg,Deportivo,Deportivo.jpg,2,0,Athletic,1
1957,19,20 Ene 57,Camp Nou,Barcelona,Barcelona.jpg,Real Jaén,Real Jaén.jpg,4,2,Barcelona,1
1957,19,20 Ene 57,Abanca Balaídos,Celta,Celta.jpg,Espanyol,Espanyol.jpg,0,0,Draw,0
1957,19,20 Ene 57,Anoeta,Sociedad,Sociedad.jpg,Atlético,Atlético.jpg,2,1,Sociedad,1
1957,19,20 Ene 57,Santiago Bernabéu,Real Madrid,Real Madrid.jpg,Osasuna,Osasuna.jpg,2,1,Real Madrid,1
1957,19,20 Ene 57,Mestalla,Valencia,Valencia.jpg,Real,Real.jpg,0,0,Draw,0
1957,19,20 Ene 57,La Romareda,Real,Real.jpg,Sevilla,Sevilla.jpg,3,1,Real,1
1957,20,27 Ene 57,Wanda Metropolitano,Atlético,Atlético.jpg,Valencia,Valencia.jpg,1,0,Atlético,1
1957,20,27 Ene 57,Municipal Riazor,Deportivo,Deportivo.jpg,Barcelona,Barcelona.jpg,1,6,Barcelona,2
1957,20,27 Ene 57,RCDE Stadium,Espanyol,Espanyol.jpg,Condal CD,Condal CD.jpg,2,1,Espanyol,1
1957,20,27 Ene 57,Municipal La Victoria,Real Jaén,Real Jaén.jpg,Sociedad,Sociedad.jpg,3,0,Real Jaén,1
1957,20,27 Ene 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Athletic,Athletic.jpg,4,0,Las Palmas,1
1957,20,27 Ene 57,El Sadar,Osasuna,Osasuna.jpg,Real,Real.jpg,2,0,Osasuna,1
1957,20,27 Ene 57,Ramón Sánchez Pizjuán,Sevilla,Sevilla.jpg,Celta,Celta.jpg,2,0,Sevilla,1
1957,20,27 Ene 57,Municipal José Zorrilla,Real,Real.jpg,Real Madrid,Real Madrid.jpg,3,3,Draw,0
1957,21,02 Feb 57,No disponible,Condal CD,Condal CD.jpg,Sevilla,Sevilla.jpg,5,1,Condal CD,1
1957,21,03 Feb 57,Camp Nou,Barcelona,Barcelona.jpg,Athletic,Athletic.jpg,2,0,Barcelona,1
1957,21,03 Feb 57,Abanca Balaídos,Celta,Celta.jpg,Osasuna,Osasuna.jpg,1,0,Celta,1
1957,21,03 Feb 57,Gran Canaria,Las Palmas,Las Palmas.jpg,Espanyol,Espanyol.jpg,2,2,Draw,0
